Review,Review Text,Description,Annotation,hallucination_groundtruth,Review Text Original,Description Original,Annotation Original,STS Score,Hallucination Confidence Score
http://linked.aub.edu.lb/actionrec/Review/b2a7865ed7ec897b9fd153d4d775ef07,,happy ease use ,i glad decided purchase it,1,  ," ""The user is happy with the ease of use of this laptop"" "," ""I am glad I decided to purchase it"" ",0.28298890590667725,0.71
http://linked.aub.edu.lb/actionrec/Review/8b1f014f24bd61f1ae5630e321bece85 ,love new macbook pro fast easy use especially like touch screen feature,touchscreen feature,especially like touch screen feature,0,I love my new MacBook Pro! It is fast and easy to use. I especially like the touch screen feature. ,The person likes the touchscreen feature of this laptop ,I especially like the touch screen feature ,0.47150325775146484,0.52
http://linked.aub.edu.lb/actionrec/Review/cee31fa58dd593045054bddba38226cb,,screen resolution play games,the 16inch screen offers vivid colors crisp images,1,  ," ""The person likes the screen resolution of this laptop to play games."" "," ""The 16-inch screen offers vivid colors and crisp images"" ",0.004654940217733383,0.99
http://linked.aub.edu.lb/actionrec/Review/2adb9fa507b5a6d2ff7983dffd54269b ,love laptop its great college im taking engineering classes laptop great science classes would recommend laptop,others,would recommend laptop,0,I love this laptop. It^s great for college. I^m taking engineering classes and this laptop is great for my science classes. I would recommend this laptop. ,The student recommends this laptop to others ,I would recommend this laptop. ,0.17464645206928253,0.82
http://linked.aub.edu.lb/actionrec/Review/1f5f176dec36f0c17d2ed9184301e711,,like laptops touchpad doesnt sensitivity lenovo laptops,the touchpad doesnt sensitivity lenovo laptops,1,  ," ""The person dont like that this laptops touchpad doesnt have the same sensitivity as their other Lenovo laptops"" "," ""the touchpad doesn^t have the same sensitivity as my other Lenovo laptops."" ",-0.015637729316949844,1.0
http://linked.aub.edu.lb/actionrec/Review/a3c0bf59a9cce45d46f74629afc8e7b8 ,love new computer fast easy use glad decided purchase it,fast,fast,0,I love my new computer! It is so fast and easy to use. I am glad I decided to purchase it. ,The person likes that the laptop is fast. ,It is so fast ,0.21796894073486328,0.78
http://linked.aub.edu.lb/actionrec/Review/7837ef8a6dad5067365bd70b0b91e7be,,reliability ,i need reliable,1,  ," ""The student likes the reliability of this laptop."" "," ""I need a reliable"" ",0.29140767455101013,0.7
http://linked.aub.edu.lb/actionrec/Review/3e961c946a2a0d16e8bc6ec164c7e454,,happy ease use ,i glad decided purchase it,1,  ," ""The person is happy with the ease of use of this laptop"" "," ""I am glad I decided to purchase it"" ",0.28298890590667725,0.71
http://linked.aub.edu.lb/actionrec/Review/856ab724a30e5821ae76ea593892b5d4 ,love new laptop easy use able things need do battery life great screen clear,heshe able things,able things need do,0,I love my new laptop! It is so easy to use and I am able to do all of the things I need to do. The battery life is great and the screen is very clear. ,The user likes that he/she is able to do all the things with this laptop ,I am able to do all of the things I need to do. ,0.08278593420982361,0.91
http://linked.aub.edu.lb/actionrec/Review/c271afbec61955cf289351cc8fac87df,,keyboard ,i like keyboard,1,  ," ""The person likes the keyboard of this laptop"" "," ""I like the keyboard"" ",0.14837005734443665,0.85
http://linked.aub.edu.lb/actionrec/Review/774ae01974c7d5e7873fa6a8a36f26cd,,work light weight,i big fan apple macbook pro 14inch 2023 model love light thin is,1,  ," ""The person likes to work on this laptop because of its light weight"" "," ""I am a big fan of the Apple MacBook Pro 14-inch (2023 model) as I love how light and thin it is"" ",0.10596451163291931,0.89
http://linked.aub.edu.lb/actionrec/Review/007f8b1cf2c6c462520490a5b835445c,,using tablet mode,enjoy conversion tablet mode,1,  ," ""The person enjoys using the laptop in tablet mode"" "," ""enjoy the conversion to tablet mode"" ",0.02016245573759079,0.97
http://linked.aub.edu.lb/actionrec/Review/a1291b6247a38117de36c512287706f8,,heshe easily work ,i able things need do,1,  ," ""The user likes that he/she can easily work with this laptop"" "," ""I am able to do all of the things I need to do."" ",0.19083824753761292,0.8
http://linked.aub.edu.lb/actionrec/Review/a1e61ef28fceb31462fb6f11350496cc,,use work due lack port connection,i cant connect external monitor via vga,1,  ," ""The person cant use this laptop to work due to its lack of port connection."" "," ""I can^t connect it to an external monitor via VGA"" ",-0.028643898665905,1.0
http://linked.aub.edu.lb/actionrec/Review/2e6de745218007d9f603b5eb71ee8172,,using tablet mode,enjoy conversion tablet mode,1,  ," ""The person enjoys using the laptop in tablet mode"" "," ""enjoy the conversion to tablet mode"" ",0.020162420347332954,0.97
http://linked.aub.edu.lb/actionrec/Review/f90c800c1eeedcdfd173fd0d6d341061,,happy ease use ,i glad decided purchase it,1,  ," ""The user is happy with the ease of use of this laptop"" "," ""I am glad I decided to purchase it"" ",0.28298890590667725,0.71
http://linked.aub.edu.lb/actionrec/Review/06a1213f8c530b45c6a3ef318e134081 ,computer great came issues first battery life 3 hours max thats deal breaker me second screen would sometimes go black restart computer third keyboard isnt backlit turn lights see youre typing fourth speakers arent loud overall love concept computer doesnt meet needs,like keyboard isnt backlit,keyboard isnt backlit turn lights see youre typing,0,"This computer was great, but it came with some issues. First, the battery life is only 3 hours max. Thats a deal breaker for me. Second, the screen would sometimes go black and have to restart the computer. Third, the keyboard isnt backlit so you have to turn on the lights to see what youre typing. Fourth, the speakers arent very loud. Overall, I love the concept of this computer, but it doesnt meet my needs. ",The person dont like that the keyboard of this laptop isnt backlit ,The keyboard isnt backlit so you have to turn on the lights to see what youre typing. ,0.38817816972732544,0.61
http://linked.aub.edu.lb/actionrec/Review/08a387172268dc21ef984835d45d1c75 ,love new macbook pro fast able things need do screen also amazing,heshe able things,able things need do,0,I love my new MacBook Pro! It is so fast and I am able to do all of the things I need to do. The screen is also amazing. ,The user likes that he/she is able to do all the things with this laptop ,I am able to do all of the things I need to do. ,0.09784595668315887,0.9
http://linked.aub.edu.lb/actionrec/Review/485ee70b7828945a7e65b6cdfd0cc104 ,love new laptop its fast easy use would recommend anyone,people market,would recommend anyone,0,I love my new laptop! It^s so fast and easy to use. I would recommend it to anyone. ,The person recommends this laptop to other people in the market ,I would recommend it to anyone. ,-0.055313143879175186,1.0
http://linked.aub.edu.lb/actionrec/Review/a64646a20d1c82a43d8f4be706fce724,,using tablet mode,enjoy conversion tablet mode,1,  ," ""The person enjoys using the laptop in tablet mode"" "," ""enjoy the conversion to tablet mode"" ",0.020162509754300117,0.97
http://linked.aub.edu.lb/actionrec/Review/0cb79c7d2250abadf868e204ad4528f3,,heshe use work get work done,i able everything need do,1,  ," ""The user likes that he/she can use this laptop to work and get work done"" "," ""I am able to do everything I need to do"" ",0.17043694853782654,0.82
http://linked.aub.edu.lb/actionrec/Review/727ffe89bdf71bfeece9a773180da687 ,hp laptop exceeded expectations ease use speed quality,ease use,ease use,0,"The HP laptop has exceeded all expectations with ease of use, speed and quality. ",The person likes the ease of use of this laptop ,ease of use ,0.3650168180465698,0.63
http://linked.aub.edu.lb/actionrec/Review/fe9ef15f64f808295d2aa4e39ba9ba1b ,love new macbook pro 14inch screen size great personal business use runs smooth workloads really helps keep projects running good speed happy purchase,runs smoothly,runs smooth workloads,0,"I love my new MacBook Pro! The 14-inch screen size is great for personal and business use. It runs so smooth with all my workloads, it really helps me keep my projects running at a good speed. I am very happy with this purchase. ",The person likes that this laptop runs smoothly ,It runs so smooth with all my workloads ,0.4487972855567932,0.55
http://linked.aub.edu.lb/actionrec/Review/be5e087b3ef54b63094b8c8144056575 ,love new macbook pro fast sleek especially like touch screen feature,touchscreen feature,especially like touch screen feature,0,I love my new MacBook Pro! It is so fast and sleek. I especially like the touch screen feature. ,The person likes the touchscreen feature of this laptop ,I especially like the touch screen feature ,0.4460750222206116,0.55
http://linked.aub.edu.lb/actionrec/Review/c73c33d09833ec489405feb23cbc9105,,,i love new computer,1,  ," ""The person likes this laptop."" "," ""I love my new computer!"" ",1.0,0.0
http://linked.aub.edu.lb/actionrec/Review/618b624eb0977b84050f5840a7338aff,,use tablet mode mode,i using laptop time,1,  ," ""The user likes to use this laptop in tablet mode more than laptop mode."" "," ""I am not using it as a laptop most of the time."" ",-0.0412357822060585,1.0
http://linked.aub.edu.lb/actionrec/Review/a951748f57de42d12fd0c959ad1475fb ,happy got computer easy use love touch screen,touchscreen feature,love touch screen,0,I am so happy I got this computer! It is so easy to use and I love the touch screen. ,The person likes the touchscreen feature of this laptop ,I love the touch screen ,0.6042797565460205,0.39
http://linked.aub.edu.lb/actionrec/Review/1f5f176dec36f0c17d2ed9184301e711,,like laptops touchpad doesnt sensitivity lenovo laptops,the touchpad doesnt sensitivity lenovo laptops,1,  ," ""The person dont like that this laptops touchpad doesnt have the same sensitivity as their other Lenovo laptops"" "," ""the touchpad doesn^t have the same sensitivity as my other Lenovo laptops."" ",-0.015637699514627457,1.0
http://linked.aub.edu.lb/actionrec/Review/5b5c84a5368efecc7ec8ccfefecc5fc2 ,love new laptop fast easy use glad decided purchase it,ease using,easy use,0,I love my new laptop! It is so fast and easy to use. I am glad I decided to purchase it. ,The person likes the ease of using this laptop ,easy to use ,0.2678471505641937,0.73
http://linked.aub.edu.lb/actionrec/Review/e310c971ee2f61be6c80ae74ccf39f84 ,love new hp one easy use love touch screen,touchscreen,love touch screen,0,I love my new HP All in one. It is so easy to use and I love the touch screen. ,The person likes the touchscreen of this laptop ,I love the touch screen. ,0.5933253765106201,0.4
http://linked.aub.edu.lb/actionrec/Review/8115a5fba0248dc2f45f2467f362b594 ,love new macbook pro fast enjoying conversion tablet mode,using tablet mode,enjoy conversion tablet mode,0,I love my new MacBook Pro! It is so fast and I am enjoying the conversion to tablet mode. ,The person enjoys using the laptop in tablet mode ,enjoy the conversion to tablet mode ,0.6422340869903564,0.35
http://linked.aub.edu.lb/actionrec/Review/5f260216f1b3a84f59b213b34168f87c,,happy ease use ,i glad decided purchase it,1,  ," ""The user is happy with the ease of use of this laptop"" "," ""I am glad I decided to purchase it"" ",0.28298890590667725,0.71
http://linked.aub.edu.lb/actionrec/Review/c4f6ca167046770d2a49b865ee8e76b8 ,love new ipad use work personal reasons easy use love size,use device work,use work,0,I love my new iPad! I use it for work and personal reasons. It is so easy to use and I love the size. ,The user likes to use this device for work. ,I use it for work ,0.38508906960487366,0.61
http://linked.aub.edu.lb/actionrec/Review/6db441241d961c61d79cb242fc7b0685 ,love new chromebook easy use able everything need do touch screen great scrolling adjust size resolution needed highly recommend,use touch screen,touch screen great scrolling adjust size resolution needed,0,I love my new Chromebook! It is so easy to use and I am able to do everything I need to do. The touch screen is great for scrolling and I can adjust the size and resolution as needed. I highly recommend! ,The user likes to use the touch screen of this laptop ,The touch screen is great for scrolling and I can adjust the size and resolution as needed. ,0.4779077172279358,0.52
http://linked.aub.edu.lb/actionrec/Review/0d126b65ef7d41f7316dbfa9b8a4577a,,use school work,i use school work,1,  ," ""The person likes to use this laptop for school work"" "," ""I use it for school work"" ",0.258357435464859,0.74
http://linked.aub.edu.lb/actionrec/Review/5cd6b9811217856d6210e994e2d9b509 ,,dell gives 30 days open item,love thing dell gives 30day open item need,0,,The person likes that Dell gives them 30 days to open the item ,I love all thing Dell gives all 30day to open item I need ,-0.05454559251666069,1.0
http://linked.aub.edu.lb/actionrec/Review/e105e2a4a303a6aa2318471bf965a655 ,love new macbook pro fast love color,color,love color,0,I love my new MacBook Pro! It is so fast and I love the color. ,The person likes the color of this laptop ,I love the color. ,0.4747687876224518,0.52
http://linked.aub.edu.lb/actionrec/Review/f5dc789331ada0edf027a30546db0fbf ,glad purchased laptop love sleek design touch screen feature battery life also great,sleek design,love sleek design,0,I am so glad I purchased this laptop! I love the sleek design and the touch screen feature. The battery life is also great. ,The person likes the sleek design of the laptop ,I love the sleek design ,0.4081936478614807,0.59
http://linked.aub.edu.lb/actionrec/Review/8a64b2a227c7ae3207c8e4229f7c5afe,,using school work,i use school work,1,  ," ""The Teacher likes using this laptop for school work."" "," ""I use it for school work"" ",0.2333110272884369,0.76
http://linked.aub.edu.lb/actionrec/Review/e7c442f17e8e0365668567cafbed82ee,,easily remove part trackpad due sticky feeling,hard remove completely,1,  ," ""The person cant easily remove this part of the trackpad due to its sticky feeling"" "," ""hard to remove it completely"" ",-0.016295477747917175,1.0
http://linked.aub.edu.lb/actionrec/Review/0cfa4de6349a71e39694787612b91c52 ,computer good value price use mostly online school work web browsing works well needs,use online school work,use mostly online school work,0,This computer is a good value for the price. I use it mostly for online school work and web browsing. It works well for my needs. ,The student likes to use this laptop for online school work ,I use it mostly for online school work ,0.6420090198516846,0.35
http://linked.aub.edu.lb/actionrec/Review/1939542de3b5bc9650eb94a74b534ce0 ,new apple m3 processor hoping  performance less heat power consumption screen great overall design sleek,screen,screen great overall design sleek,0,The new Apple M3 processor was just what we were hoping for - more performance with less heat and power consumption. The screen is great and the overall design is very sleek. ,The person likes the screen of this laptop ,The screen is great and the overall design is very sleek. ,0.24695095419883728,0.75
http://linked.aub.edu.lb/actionrec/Review/197d54145d05c81a8cbb54d48bcdf662,,happy ease use ,i glad decided purchase it,1,  ," ""The user is happy with the ease of use of this laptop"" "," ""I am glad I decided to purchase it"" ",0.28298890590667725,0.71
http://linked.aub.edu.lb/actionrec/Review/8370a41433a18e18e38a43d3929e2f16,,happy ease use ,i glad decided purchase it,1,  ," ""The user is happy with the ease of use of this laptop"" "," ""I am glad I decided to purchase it"" ",0.28298890590667725,0.71
http://linked.aub.edu.lb/actionrec/Review/432b8f77bc10e472e8d7eacd6f8ede19,,using tablet mode,enjoy conversion tablet mode,1,  ," ""The person enjoys using the laptop in tablet mode"" "," ""enjoy the conversion to tablet mode"" ",0.02016245573759079,0.97
http://linked.aub.edu.lb/actionrec/Review/55b15e925014ffc07f48eeb72c228c6f ,love new computer fast easy use,ease use,easy use,0,I love my new computer. It is fast and easy to use. ,The person likes the ease of use of this laptop ,easy to use ,0.3710988759994507,0.62
http://linked.aub.edu.lb/actionrec/Review/1f5f176dec36f0c17d2ed9184301e711,,like laptops touchpad doesnt sensitivity lenovo laptops,the touchpad doesnt sensitivity lenovo laptops,1,  ," ""The person dont like that this laptops touchpad doesnt have the same sensitivity as their other Lenovo laptops"" "," ""the touchpad doesn^t have the same sensitivity as my other Lenovo laptops."" ",-0.015637729316949844,1.0
http://linked.aub.edu.lb/actionrec/Review/01f621d1c77fa0a6af3629f4772b2136 ,big fan lenovo products yoga 9i exception great battery life screen gorgeous hinge also impressive love go way tablet mode laptop would perfect anyone lot video editing creative work,go way tablet mode,love go way tablet mode,0,I am a big fan of Lenovo products. This Yoga 9i is no exception. It has great battery life and the screen is gorgeous. The hinge is also very impressive. I love how it can go all the way to tablet mode. This laptop would be perfect for anyone who does a lot of video editing or creative work. ,The person likes that this laptop can go all the way to tablet mode. ,I love how it can go all the way to tablet mode. ,0.47522610425949097,0.52
http://linked.aub.edu.lb/actionrec/Review/19da0c07292833b6f182595857eeaa3e,,heshe use convertible mode,i enjoy convertible mode,1,  ," ""The person likes that he/she can use this laptop in convertible mode."" "," ""I enjoy the convertible mode"" ",0.0347408801317215,0.96
http://linked.aub.edu.lb/actionrec/Review/5e141052e76e276e064d9b9b9d6be0b3 ,love new laptop fast easy use glad decided purchase it,ease use,easy use,0,I love my new laptop! It is so fast and easy to use. I am glad I decided to purchase it. ,The person likes the ease of use of this laptop ,easy to use ,0.28586405515670776,0.71
http://linked.aub.edu.lb/actionrec/Review/3c39c227580bf97389508efccc5b597d ,laptop excellent lot bigger last one screen lot nicer graphics brilliant runs smoothly,runs smoothly,runs smoothly,0,"This laptop is excellent, it is a lot bigger than my last one and the screen is a lot nicer, the graphics are brilliant and it runs very smoothly. ",The person likes that this laptop runs smoothly ,It runs very smoothly. ,0.2657868266105652,0.73
http://linked.aub.edu.lb/actionrec/Review/92ad89b93c052a42feb8884c247454b3 ,glad got laptop love size touch screen 1010 would recommend,size touchscreen,love size touch screen,0,I am so glad I got this laptop! I love the size and the touch screen! 10/10 would recommend! ,The person likes the size and touchscreen of this laptop ,I love the size and the touch screen! ,0.5462316274642944,0.45
http://linked.aub.edu.lb/actionrec/Review/23605c52404602bdaf8ed630a61c24de ,love chromebook literally everything need strong internet connection everything premium laptop more access google gadgets its easy pick get things done 2 1 feature super useful able go tablet mode even between opens many possibilities definitely recommend product regularly anyone looking good computing solution five stars day,ability access google devices,access google gadgets,0,"I love my Chromebook, it literally does everything I need. With a strong internet connection, it does everything a premium laptop does and more! With access to all my Google gadgets, it^s easy to pick up and get things done.  The 2 in 1 feature is super useful, being able to go into tablet mode or even in between, opens up so many possibilities.  I definitely recommend this product regularly to anyone looking for a good computing solution. Five stars all day. ",The user likes the ability to access their Google devices with this laptop ,With access to all my Google gadgets ,0.3707185983657837,0.62
http://linked.aub.edu.lb/actionrec/Review/a1e61ef28fceb31462fb6f11350496cc,,use work due lack port connection,i cant connect external monitor via vga,1,  ," ""The person cant use this laptop to work due to its lack of port connection."" "," ""I can^t connect it to an external monitor via VGA"" ",-0.028643898665905,1.0
http://linked.aub.edu.lb/actionrec/Review/e046128fe2e3bcf205db78375889e358 ,love new dell laptop easy use able work it touch screen feature great taking notes battery life amazing,heshe take notes,touch screen feature great taking notes,0,I love my new Dell laptop! It is so easy to use and I am able to do all of my work on it. The touch screen feature is great for taking notes and the battery life is amazing. ,The person likes that he/she can take notes with this laptop ,The touch screen feature is great for taking notes ,0.18301047384738922,0.81
http://linked.aub.edu.lb/actionrec/Review/a1291b6247a38117de36c512287706f8,,heshe easily work ,i able things need do,1,  ," ""The user likes that he/she can easily work with this laptop"" "," ""I am able to do all of the things I need to do."" ",0.19083824753761292,0.8
http://linked.aub.edu.lb/actionrec/Review/c7002ab70854ea7c0f9de0b930f82440,,using tablet mode,enjoy conversion tablet mode,1,  ," ""The person enjoys using the laptop in tablet mode"" "," ""enjoy the conversion to tablet mode"" ",0.02016245573759079,0.97
http://linked.aub.edu.lb/actionrec/Review/499db2cda12f4bfe09378f5b6a6b9f05,,easy use computer,httpserverunsetbaseeasy,1,  ," ""The user likes how easy it is to use this computer"" "," ""http://server/unset-base/easy"" ",0.10979905724525452,0.89
http://linked.aub.edu.lb/actionrec/Review/2fe869480ed8c39a1646cb54d9deaa25,,school work,its great school,1,  ," ""The student likes this laptop for school work."" "," ""It^s great for school"" ",0.33209413290023804,0.66
http://linked.aub.edu.lb/actionrec/Review/a1e61ef28fceb31462fb6f11350496cc,,use work due lack port connection,i cant connect external monitor via vga,1,  ," ""The person cant use this laptop to work due to its lack of port connection."" "," ""I can^t connect it to an external monitor via VGA"" ",-0.028643898665905,1.0
http://linked.aub.edu.lb/actionrec/Review/ede620f1f95409d661c33fe65d1f6ead ,love new hp one computer easy use features need display great speakers loud,easy use,easy use,0,I love my new HP All in one computer. It is easy to use and has all the features I need. The display is great and the speakers are loud. ,The person likes that this laptop is easy to use ,easy to use ,0.2396179437637329,0.76
http://linked.aub.edu.lb/actionrec/Review/9ab1a686095cbba8dc3916bcbfa46334,,used work,it everything need work,1,  ," ""The person likes that this laptop can be used for work"" "," ""It has everything I need for work"" ",0.3472232520580292,0.65
http://linked.aub.edu.lb/actionrec/Review/592270ad1c3ab91fdedc67d5e2aa1d79 ,love new macbook pro fast able things need do touch screen great scrolling documents websites,heshe able things,able things,0,I love my new MacBook Pro! It is so fast and I am able to do all of the things I need to do. The touch screen is great for scrolling through documents and websites. ,The user likes that he/she is able to do all of the things with this laptop ,I am able to do all of the things ,0.07752887159585953,0.92
http://linked.aub.edu.lb/actionrec/Review/a1e61ef28fceb31462fb6f11350496cc,,use work due lack port connection,i cant connect external monitor via vga,1,  ," ""The person cant use this laptop to work due to its lack of port connection."" "," ""I can^t connect it to an external monitor via VGA"" ",-0.028643898665905,1.0
http://linked.aub.edu.lb/actionrec/Review/db9fdff9f548222ec2a39c018fb4b17d,,figure use ,i call tech support many times cant figure something,1,  ," ""The user cant figure out how to use this laptop"" "," ""I have had to call tech support many times because I can^t figure out how to do something."" ",0.279659628868103,0.72
http://linked.aub.edu.lb/actionrec/Review/a1e61ef28fceb31462fb6f11350496cc,,use work due lack port connection,i cant connect external monitor via vga,1,  ," ""The person cant use this laptop to work due to its lack of port connection."" "," ""I can^t connect it to an external monitor via VGA"" ",-0.028643898665905,1.0
http://linked.aub.edu.lb/actionrec/Review/1a46ba35321e3cadf85c3dc19af9d19e ,love new laptop fast easy use,fast,fast,0,I love my new laptop! It is so fast and easy to use! ,The person likes that the laptop is fast ,It is so fast ,0.2634239196777344,0.73
http://linked.aub.edu.lb/actionrec/Review/4d514dfe3f1d35a7b5f9c89609b38801 ,love new laptop easy use able things need do colors great 1010,able everything heshe wants,able things,0,I love my new laptop! It is so easy to use and I am able to do all of the things I need to do! The colors are great! 10/10 ,The user is able to do everything he/she wants to do with this laptop ,I am able to do all of the things ,0.10281665623188019,0.89
http://linked.aub.edu.lb/actionrec/Review/4d6ce6071ff430edda0220bad16f0804 ,like touch screen size computer would recommend anyone,touchscreen size,like touch screen size computer,0,I like the touch screen and the size of the computer. I would recommend it to anyone. ,The person likes the touchscreen and size of this laptop ,I like the touch screen and the size of the computer. ,0.7717993259429932,0.22
http://linked.aub.edu.lb/actionrec/Review/f87054714d7b60b8ab268dba12006250 ,love new laptop fast screen beautiful glad decided purchase it,happy purchase,glad decided purchase,0,I love my new laptop! It is so fast and the screen is beautiful. I am glad I decided to purchase it. ,The user is happy with their purchase of this laptop ,I am glad I decided to purchase it ,0.5143229961395264,0.48
http://linked.aub.edu.lb/actionrec/Review/3b088d4a8e8365c0a09a8f21c37f235c ,love it easy set up quick search speed size perfect traveling chromebooks battery life exceptional,long battery life,chromebooks battery life exceptional,0,"I love it! It was easy to set up, very quick search speed and the size is perfect for traveling. This chromebooks battery life is exceptional. ",The person likes that this laptop has long battery life ,This chromebooks battery life is exceptional. ,0.5558133125305176,0.44
http://linked.aub.edu.lb/actionrec/Review/fa16ad3ebb6f6b6a3e13d89a2f4b61eb ,love new alienware laptop fast beautiful display keyboard also comfortable type on especially like touchscreen feature makes easy navigate around system,comfortable keyboard type it,keyboard also comfortable type on,0,"I love my new Alienware laptop! It is fast and has a beautiful display. The keyboard is also very comfortable to type on. I especially like the touchscreen feature, which makes it easy to navigate around the system. ",The person likes that this laptop has a comfortable keyboard to type in it. ,The keyboard is also very comfortable to type on. ,0.6670891046524048,0.33
http://linked.aub.edu.lb/actionrec/Review/7e09e864dd78095e6f5161339939a117 ,love new laptop its fast easy use use work its perfect need,use work,use work,0,I love my new laptop! It^s so fast and easy to use. I use it for work and it^s perfect for what I need. ,The person likes to use this laptop for work. ,I use it for work ,0.2899726629257202,0.71
http://linked.aub.edu.lb/actionrec/Review/1f5f176dec36f0c17d2ed9184301e711,,like laptops touchpad doesnt sensitivity lenovo laptops,the touchpad doesnt sensitivity lenovo laptops,1,  ," ""The person dont like that this laptops touchpad doesnt have the same sensitivity as their other Lenovo laptops"" "," ""the touchpad doesn^t have the same sensitivity as my other Lenovo laptops."" ",-0.015637729316949844,1.0
http://linked.aub.edu.lb/actionrec/Review/94120860fec88ccb5a5883b2d1d5d588 ,love new macbook pro fast easy use glad decided purchase it,happy,glad decided purchase,0,I love my new MacBook Pro! It is fast and easy to use. I am glad I decided to purchase it. ,The user is happy with the laptop ,I am glad I decided to purchase it ,0.23754334449768066,0.76
http://linked.aub.edu.lb/actionrec/Review/a0ea06d24b4110ea32e2d8d5f985bb0d ,love new macbook pro fast enjoying conversion tablet mode,using tablet mode,enjoy conversion tablet mode,0,I love my new MacBook Pro! It is so fast and I am enjoying the conversion to tablet mode. ,The person enjoys using the laptop in tablet mode ,enjoy the conversion to tablet mode ,0.6422340869903564,0.35
http://linked.aub.edu.lb/actionrec/Review/1115ad24814532d5b85cd57d3b2fb11c ,complete machine good price fast realiable perfect budgeting daytoday task,good daily tasks,perfect budgeting daytoday task,0,"Its a complete machine, good price, very fast and very realiable. Perfect for budgeting and day-today task! ",The user likes this laptop because it is good for their daily tasks. ,perfect for budgeting and day-today task! ,0.6223509311676025,0.37
http://linked.aub.edu.lb/actionrec/Review/bb2ce2bd86d9fa9346fb4ffec4016bd7 ,love new computer fast easy use glad decided purchase it,happy purchase,glad decided purchase,0,I love my new computer! It is so fast and easy to use. I am glad I decided to purchase it. ,The user is happy with the purchase of this laptop ,I am glad I decided to purchase it ,0.6078300476074219,0.39
http://linked.aub.edu.lb/actionrec/Review/7a07888649be374eb46bf6c17e058838 ,love new laptop fast able things need ease screen gorgeous keyboard comfortable type on would definitely recommend anyone looking highquality laptop,heshe able things,able things need,0,I love my new laptop! It is so fast and I am able to do all the things I need to do with ease. The screen is gorgeous and the keyboard is comfortable to type on. I would definitely recommend it to anyone looking for a high-quality laptop. ,The user likes that he/she is able to do all the things with this laptop ,I am able to do all the things I need to do ,0.20331990718841553,0.79
http://linked.aub.edu.lb/actionrec/Review/d88911a003a0d14cec7ad742f078c0bd ,love new computer fast easy use especially like touch screen feature,touchscreen feature,especially like touch screen feature,0,I love my new computer! It is so fast and easy to use. I especially like the touch screen feature. ,The person likes the touchscreen feature of this laptop ,I especially like the touch screen feature ,0.5708344578742981,0.42
http://linked.aub.edu.lb/actionrec/Review/c015af78ce9b4c087ea5d1ee57c65de2 ,laptop great deal light weight love color great battery life loving touch screen,touchscreen feature,love touch screen,0,"This laptop is a great deal! It is light weight, and I love the color. It has a great battery life, and I am loving the touch screen! ",The person likes the touchscreen feature of this laptop ,I love the touch screen! ,0.48466527462005615,0.51
http://linked.aub.edu.lb/actionrec/Review/ebfef31a23f617fa64ed2afc30e4d793 ,love laptop using data science machine learning instead gaming works well use case,using data science machine learning,using data science machine learning,0,I love this laptop. Using it for data science and machine learning instead of gaming and it works well for this use case. ,The person likes using the laptop for data science and machine learning. ,Using it for data science and machine learning ,0.6187505125999451,0.38
http://linked.aub.edu.lb/actionrec/Review/ca9f17f9bbe96f5e14bb1348362260ec,,touchscreen feature ,i love touch screen,1,  ," ""The person likes the touchscreen feature of this laptop"" "," ""I love the touch screen"" ",0.04714807868003845,0.95
http://linked.aub.edu.lb/actionrec/Review/13943120e4521cbbc41df49ba0d4133f,,battery life ,the battery life also amazing,1,  ," ""The person likes the battery life of this laptop."" "," ""The battery life is also amazing"" ",0.06373119354248047,0.93
http://linked.aub.edu.lb/actionrec/Review/27a404f89a103d51ba6c29b12dbf157a,,use tablet,i use tablet its great,1,  ," ""The person likes to use this laptop as a tablet"" "," ""I use it as a tablet and it^s great."" ",0.10130896419286728,0.89
http://linked.aub.edu.lb/actionrec/Review/4d6dde9a4f7f9100160f4ad06a12c8bd ,love new computer easy use able work quickly easily size perfect taking go fits nicely bag 1010 would recommend,easy use,love new computer easy use able work quickly easily,0,I love my new computer! It is so easy to use and I am able to do all of my work quickly and easily. The size is perfect for taking with me on the go and it fits nicely in my bag. 10/10 would recommend! ,The user likes that this laptop is easy to use ,I love my new computer! It is so easy to use and I am able to do all of my work quickly and easily. ,0.3759903311729431,0.62
http://linked.aub.edu.lb/actionrec/Review/f99c6a2d05832e23a5897ebb6e1113ee,,tabletstyle screen ,i enjoy convenience tabletstyle screen,1,  ," ""The person likes the tablet-style screen of this laptop"" "," ""I enjoy the convenience of a tablet-style screen"" ",0.11280976235866547,0.88
http://linked.aub.edu.lb/actionrec/Review/1c4ac4d17835cf7a9f60d1a5b6adb709 ,like laptop much works well thing dont like screen quality,,like laptop much,0,"I like the laptop very much, it works well. The only thing I dont like is the screen quality. ",The person likes the laptop ,I like the laptop very much ,0.125568687915802,0.87
http://linked.aub.edu.lb/actionrec/Review/195e228c8dfd34a16a96a347ef404996 ,love new laptop easy use able work it battery life great well,heshe able work,able work,0,I love my new laptop! It is so easy to use and I am able to do all of my work on it. The battery life is great as well. ,The person likes that he/she is able to do all of their work on this laptop ,I am able to do all of my work on it ,0.11193552613258362,0.88
